id;marca;nombre;tamano;concentracion;genero;categoria;precio_crc
1216;Hugo Boss;Number One;125 ml;EDT;;Designer;
1218;Hugo Boss;Orange;75 ml;EDT;Lady;Designer;
1217;Hugo Boss;Orange;100 ml;EDT;Men;Designer;
1219;Hugo Boss;Reversed;75 ml;;Men;Designer;
1220;Hugo Boss;Selection;90 ml;EDT;Men;Designer;
1221;Hugo Boss;The Scent;100 ml;EDT;Men;Designer;
1222;Hugo Boss;The Scent;200 ml;EDT;Men;Designer;
1214;Hugo Boss;Verde Extreme;75 ml;EDP;Men;Designer;
1224;Hugo Boss;Xx;100 ml;EDT;Lady;Designer;
1225;Hugo Boss;XY;100 ml;EDT;Men;Designer;
1227;Initio;High Frequency;90 ml;EDP;Unisex;Niche;
14;Initio;Oud for Greatness;;;;Niche;160000
1551;Jo Malone;Blackberry & Bay;100 ml;;;Niche;
1552;Jo Malone;Golden Needle Tea;75 ml;Cologne;;Niche;
1553;Jo Malone;Lime Basil & Mandarin;100 ml;Cologne;Unisex;Niche;
1554;Jo Malone;Oolong Tea;75 ml;Cologne;;Niche;
1555;Jo Milano;Game Of Spades Ace;100 ml;Parfum;Unisex;Niche;
1556;Jo Milano;Game Of Spades Bid;100 ml;Parfum;Men;Niche;
1557;Jo Milano;Game Of Spades Blind Bid;100 ml;Parfum;Unisex;Niche;
1558;Jo Milano;Game Of Spades Boston;100 ml;Parfum;Unisex;Niche;
1559;Jo Milano;Game Of Spades Diamond;100 ml;Parfum;Unisex;Niche;
1560;Jo Milano;Game Of Spades Gold;100 ml;Parfum;Unisex;Niche;
1561;Jo Milano;Game Of Spades High Roller;100 ml;Parfum;Unisex;Niche;
1562;Jo Milano;Game Of Spades King;100 ml;Parfum;Unisex;Niche;
1563;Jo Milano;Game Of Spades Moon;100 ml;Parfum;Unisex;Niche;
1564;Jo Milano;Game Of Spades Queen;100 ml;Parfum;Unisex;Niche;
1565;Jo Milano;Game Of Spades Rouge;100 ml;Extrait de Parfum;Unisex;Niche;
1566;Jo Milano;Game Of Spades Rouge;100 ml;Parfum;Unisex;Niche;
1567;Jo Milano;Game Of Spades Ruby;100 ml;Parfum;Unisex;Niche;
1568;Jo Milano;Game Of Spades Win;100 ml;Parfum;Unisex;Niche;
1569;Jo Milano;Game Of Spades Yellow Sapphire;100 ml;Parfum;Unisex;Niche;
1570;Jo Milano;Levante Blue Noir;100 ml;EDP;Men;Niche;
18;Kilian;Angels’ Share;;;;Niche;150000
1571;Lattafa;Art Of Universe;100 ml;EDP;Unisex;Arabic;
28;Lattafa;Asad;;;;Arabic;42000
1573;Lattafa;Asad Zanzibar;100 ml;EDP;Men;Arabic;
1574;Lattafa;Aura;60 ml;EDP;Lady;Arabic;
1575;Lattafa;Blend;100 ml;EDP;Men;Arabic;
1576;Lattafa;Blue Oud;100 ml;EDP;Unisex;Arabic;
1577;Lattafa;Ejaazi;100 ml;EDP;Unisex;Arabic;
1578;Lattafa;Ejaazi Silver;100 ml;EDP;Unisex;Arabic;
1579;Lattafa;Emeer;100 ml;EDP;Unisex;Arabic;
1580;Lattafa;Fakhar Gold;100 ml;EDP;Lady;Arabic;
1581;Lattafa;Fakhar Pride Of Lattafa;100 ml;EDP;Men;Arabic;
1582;Lattafa;Guinea;100 ml;EDP;Lady;Arabic;
1583;Lattafa;Hayaati Al Maleky;100 ml;EDP;Men;Arabic;
1584;Lattafa;Hayaati Florence;100 ml;EDP;Lady;Arabic;
1585;Lattafa;Her Confession;100 ml;EDP;Lady;Arabic;
1586;Lattafa;His Confession;100 ml;EDP;Men;Arabic;
1587;Lattafa;Kaltaat Al Arabia Royal Blends;100 ml;EDP;Unisex;Arabic;
21;Lattafa;Khamrah;;;;Arabic;45000
1588;Lattafa;Khamrah Dukhan;100 ml;EDP;Men;Arabic;
1589;Lattafa;Khanjar;85 ml;EDP;Men;Arabic;
1590;Lattafa;Khashabi;100 ml;EDP;Men;Arabic;
1591;Lattafa;La Collection D Antiquites 1505;100 ml;EDP;Unisex;Arabic;
1592;Lattafa;Lail Maleki;100 ml;EDP;Lady;Arabic;
1594;Lattafa;Maahir;100 ml;EDP;Men;Arabic;
1593;Lattafa;Maahir Black Edition;100 ml;EDP;Men;Arabic;
1595;Lattafa;Maharjan Gold;100 ml;EDP;Unisex;Arabic;
1596;Lattafa;Maharjan Silver;100 ml;EDP;Unisex;Arabic;
1597;Lattafa;Mahasin Crystal;100 ml;EDP;Lady;Arabic;
1598;Lattafa;Mazaaji;100 ml;EDP;Unisex;Arabic;
1599;Lattafa;Muna;100 ml;EDP;Unisex;Arabic;
1600;Lattafa;Musk Mood;100 ml;EDP;Unisex;Arabic;
1601;Lattafa;Najdia;100 ml;EDP;Men;Arabic;
1602;Lattafa;Nebras;100 ml;EDP;Unisex;Arabic;
1603;Lattafa;Niche Emarati Mughal Fort;100 ml;EDP;Unisex;Arabic;
1604;Lattafa;Niche Emarati Vintage Castle;100 ml;EDP;Men;Arabic;
1605;Lattafa;Noble Blush;100 ml;EDP;Lady;Arabic;
1607;Lattafa;Yara;100 ml;EDP;Lady;Arabic;
1606;Lattafa;Yara Candy;100 ml;EDP;Lady;Arabic;
1608;Lattafa;Yara Moi;100 ml;EDP;Lady;Arabic;
1609;Lattafa;Yara Tous;100 ml;EDP;Lady;Arabic;
13;Le Labo;Santal 33;;;;Niche;145000
11;Maison Margiela;Replica Jazz Club;;;;Niche;120000
1101;Mancera;Amber Fever;120 ml;EDP;Unisex;Niche;
1102;Mancera;Aoud Black Candy;120 ml;EDP;Unisex;Niche;
1103;Mancera;Aoud Orchid;120 ml;EDP;;Niche;
1104;Mancera;Black Intensitive Aoud;120 ml;EDP;;Niche;
1105;Mancera;Cedrat Boise;120 ml;EDP;Men;Niche;
1106;Mancera;Coco Vanille;120 ml;EDP;Lady;Niche;
1107;Mancera;Crazy For Oud;120 ml;EDP;Unisex;Niche;
1108;Mancera;Feminity;120 ml;EDP;Unisex;Niche;
1109;Mancera;Gold Aoud;120 ml;EDP;Unisex;Niche;
1110;Mancera;Gold Incense;120 ml;EDP;Lady;Niche;
1111;Mancera;Hindu Kush;120 ml;EDP;Men;Niche;
1112;Mancera;Indian Dream;120 ml;EDP;Lady;Niche;
1113;Mancera;Lovely Garden;120 ml;EDP;Unisex;Niche;
1114;Mancera;Musk Of Flowers;120 ml;EDP;Lady;Niche;
17;Mancera;Red Tobacco;;;;Niche;125000
1115;Mancera;Rose Aoud And Musc;120 ml;EDP;Unisex;Niche;
1116;Mancera;Roses Greedy;120 ml;EDP;Unisex;Niche;
1117;Mancera;Roses Jasmine;120 ml;EDP;;Niche;
1118;Mancera;Vanille Exclusive;120 ml;EDP;Unisex;Niche;
1119;Mancera;Velvet Vanilla;120 ml;EDP;Unisex;Niche;
1120;Mancera;Wild Fruits;120 ml;EDP;Unisex;Niche;
1121;Mancera;Wild Leather;120 ml;EDP;Lady;Niche;
1122;Mancera;Wild Python;120 ml;;;Niche;
1123;Mancera;Wild Rose Oud;120 ml;;Unisex;Niche;
1311;Mont Blanc;Explorer;100 ml;EDP;Men;Designer;
1312;Mont Blanc;Explorer;200 ml;EDP;Men;Designer;
1313;Mont Blanc;Individuel;75 ml;EDT;Men;Designer;
1183;Mont Blanc;Legend Blue;100 ml;EDP;Men;Designer;
1314;Mont Blanc;Legend Red;100 ml;EDP;Men;Designer;
1315;Mont Blanc;Legend Spirit;100 ml;EDT;Men;Designer;
1317;Mont Blanc;Presence;75 ml;EDT;Men;Designer;
1316;Mont Blanc;Presence D Une;75 ml;EDT;Lady;Designer;
1318;Mont Blanc;Signature Absolute;90 ml;EDP;Lady;Designer;
1319;Mont Blanc;Starwalker;75 ml;EDT;Men;Designer;
1320;Montale;Aoud Ambre;100 ml;EDP;Men;Niche;
1321;Montale;Aoud Damascus;100 ml;EDP;;Niche;
1322;Montale;Aoud Flowers;100 ml;EDP;Unisex;Niche;
1323;Montale;Aoud Greedy;100 ml;EDP;Unisex;Niche;
1324;Montale;Aoud Legend;100 ml;EDP;Unisex;Niche;
1325;Montale;Aoud Lime;100 ml;EDP;Unisex;Niche;
1326;Montale;Aoud Melody;100 ml;EDP;Unisex;Niche;
1327;Montale;Aoud Queen Roses;100 ml;EDP;Unisex;Niche;
1328;Montale;Aoud Safran;100 ml;EDP;Unisex;Niche;
1329;Montale;Arabians Tonka;100 ml;EDP;Unisex;Niche;
1330;Montale;Begal Oud;100 ml;EDP;;Niche;
1331;Montale;Black Aoud;100 ml;;Men;Niche;
1332;Montale;Black Musk;100 ml;EDP;Unisex;Niche;
1333;Montale;Blue Amber;100 ml;EDP;Unisex;Niche;
1334;Montale;Boise Fruite;100 ml;EDP;;Niche;
1335;Montale;Candy Rose;100 ml;EDP;Lady;Niche;
1336;Montale;Dark Aoud;100 ml;EDP;;Niche;
1337;Montale;Dark Purple;100 ml;EDP;Unisex;Niche;
1338;Montale;Fantastic Oud;100 ml;EDP;Unisex;Niche;
1339;Montale;Fruits Of The Musk;100 ml;EDP;;Niche;
1340;Montale;Gold Flowers;100 ml;EDP;Unisex;Niche;
1341;Montale;Golden Sand;100 ml;EDP;Unisex;Niche;
1342;Montale;Intense Cafe;100 ml;EDP;Unisex;Niche;
1343;Montale;Intense Cherry;100 ml;EDP;Lady;Niche;
1344;Montale;Leather Patchouli;100 ml;EDP;Unisex;Niche;
1345;Montale;Mango Manga;100 ml;EDP;;Niche;
1346;Montale;Musk To Musk;100 ml;EDP;;Niche;
1347;Montale;Paris Pure Gold;100 ml;EDP;Lady;Niche;
1348;Montale;Paris White Musk;100 ml;;Men;Niche;
1349;Montale;Pink Extasy;100 ml;EDP;Lady;Niche;
1350;Montale;Power Flowers;100 ml;EDP;Unisex;Niche;
1351;Montale;Pretty Fruity;100 ml;EDP;Unisex;Niche;
1352;Montale;Red Aoud;100 ml;EDP;Unisex;Niche;
1353;Montale;Red Vetiver;100 ml;EDP;Men;Niche;
1354;Montale;Roses Musk;100 ml;EDP;Lady;Niche;
1355;Montale;Royal Aoud;100 ml;EDP;;Niche;
1356;Montale;Sandflowers;100 ml;EDP;Lady;Niche;
1357;Montale;Spicy Aoud;100 ml;EDP;Unisex;Niche;
1174;Montale;Sweet Flowers;100 ml;EDP;Lady;Niche;
1175;Montale;The New Roses;100 ml;EDP;Unisex;Niche;
1176;Montale;Vanilla Extasy;100 ml;EDP;Unisex;Niche;
1177;Montale;Vanille Absolu;100 ml;EDP;Men;Niche;
1178;Montale;Velvet Flowers;100 ml;EDP;Lady;Niche;
1179;Montale;Vetiver Des Sables;100 ml;EDP;Unisex;Niche;
1180;Montale;White Aoud;100 ml;EDP;Unisex;Niche;
1181;Montale;Wild Aoud;100 ml;EDP;Unisex;Niche;
1182;Montale;Wood & Spices;100 ml;EDP;Unisex;Niche;
1184;Moschino;Cheap And Chic;;EDT;Lady;Designer;
1185;Moschino;Chip And Chic So Real;100 ml;EDT;Lady;Designer;
1186;Moschino;Forever;100 ml;EDT;Men;Designer;
1187;Moschino;Fresh Couture;100 ml;EDT;Lady;Designer;
1188;Moschino;Fresh Gold Couture;100 ml;EDP;;Designer;
1189;Moschino;Funny;100 ml;EDT;Lady;Designer;
1190;Moschino;I Love Love;100 ml;EDT;Lady;Designer;
1191;Moschino;Toy 2 Bubble Gum;100 ml;EDT;Lady;Designer;
1193;Moschino;Toy Boy;50 ml;EDP;Men;Designer;
1192;Moschino;Toy Boy;100 ml;EDP;Men;Designer;
1194;Moschino;Uomo;75 ml;EDT;Men;Designer;
1494;Nishane;Fan Your Flames;50 ml;Extrait de Parfum;Lady;Niche;
1493;Nishane;Fan Your Flames;100 ml;Extrait de Parfum;Unisex;Niche;
1495;Nishane;Fan Your Flames X;100 ml;Extrait de Parfum;Unisex;Niche;
1496;Nishane;Hacivat X;100 ml;Extrait de Parfum;Men;Niche;
1497;Nishane;Hundred Silent Ways;100 ml;Extrait de Parfum;Lady;Niche;
1498;Nishane;Kredo;100 ml;Extrait de Parfum;Unisex;Niche;
1499;Nishane;Pachuli Kozha;50 ml;Extrait de Parfum;Men;Niche;
1500;Nishane;Suede Et Safran;50 ml;Extrait de Parfum;Men;Niche;
1501;Nishane;Sultan Vetiver;50 ml;Extrait de Parfum;Men;Niche;
1502;Nishane;Wulong Cha X;100 ml;Extrait de Parfum;Unisex;Niche;
1264;Paco Rabanne;(verde);100 ml;EDT;Men;Designer;
1228;Paco Rabanne;Black XS (caja Vino);80 ml;EDP;Lady;Designer;
1229;Paco Rabanne;Crazy Me;60 ml;EDP;Men;Designer;
1230;Paco Rabanne;Dangerous Me;60 ml;EDP;Men;Designer;
1231;Paco Rabanne;Fabulous Me;60 ml;EDP;Men;Designer;
1232;Paco Rabanne;Fame Intense;80 ml;EDP;Lady;Designer;
1233;Paco Rabanne;Genius Me;60 ml;EDP;Men;Designer;
1234;Paco Rabanne;Invictus;100 ml;EDT;Men;Designer;
1235;Paco Rabanne;Invictus Legend;100 ml;EDP;Men;Designer;
1236;Paco Rabanne;Invictus Victory Extreme;200 ml;EDP;Men;Designer;
1237;Paco Rabanne;Million;50 ml;EDP;Lady;Designer;
1238;Paco Rabanne;Million;80 ml;EDP;Lady;Designer;
1240;Paco Rabanne;Million Empire;50 ml;EDP;Lady;Designer;
1241;Paco Rabanne;Million Empire;80 ml;EDP;Lady;Designer;
1239;Paco Rabanne;Million Empire Collector;80 ml;EDP;Lady;Designer;
1242;Paco Rabanne;Million Fabulous Intense;80 ml;EDP;Lady;Designer;
1246;Paco Rabanne;Million Gold Intense;100 ml;EDP;Men;Designer;
1243;Paco Rabanne;Million Lucky;80 ml;EDP;Lady;Designer;
1244;Paco Rabanne;Million Pac;80 ml;EDP;Lady;Designer;
1245;Paco Rabanne;Million Prive;80 ml;EDP;Lady;Designer;
1248;Paco Rabanne;Olympea;80 ml;EDP;Lady;Designer;
1252;Paco Rabanne;Olympea;80 ml;Parfum;Lady;Designer;
1247;Paco Rabanne;Olympea Aqua;80 ml;EDP;Lady;Designer;
1269;Paco Rabanne;Olympea Blossom Florale;80 ml;EDP;Lady;Designer;
1249;Paco Rabanne;Olympea Flora Intense;80 ml;EDP;Lady;Designer;
1250;Paco Rabanne;Olympea Legend;50 ml;EDP;Lady;Designer;
1251;Paco Rabanne;Olympea Onyx Collector Edition;80 ml;EDP;;Designer;
1253;Paco Rabanne;Olympea Solar;80 ml;EDP;Lady;Designer;
1254;Paco Rabanne;One Million;100 ml;EDT;Men;Designer;
1257;Paco Rabanne;One Million;200 ml;Parfum;;Designer;
1255;Paco Rabanne;One Million Elixir;100 ml;;Men;Designer;
1256;Paco Rabanne;One Million Gold Elixir Intense;100 ml;Parfum;Men;Designer;
1258;Paco Rabanne;One Million Royal;200 ml;Parfum;Men;Designer;
1481;Paco Rabanne;Paco Cilindro Negro;100 ml;EDT;Men;Designer;
1259;Paco Rabanne;Phantom;100 ml;EDT;Men;Designer;
1262;Paco Rabanne;Phantom;100 ml;Parfum;Men;Designer;
1260;Paco Rabanne;Phantom;150 ml;EDT;Men;Designer;
1263;Paco Rabanne;Phantom;200 ml;EDT;Men;Designer;
1261;Paco Rabanne;Phantom Intense;100 ml;EDP;Men;Designer;
1265;Paco Rabanne;Pure XS;150 ml;EDT;Men;Designer;
1266;Paco Rabanne;Strong Me;60 ml;EDP;Men;Designer;
1268;Paco Rabanne;UltraRed;80 ml;EDP;Lady;Designer;
1267;Paco Rabanne;UltraRed;100 ml;EDT;Men;Designer;
1270;Paco Rabanne;X Black (vieja Presentacion);100 ml;EDT;;Designer;
1479;Paco Rabanne;XS Black La Edition;100 ml;;Men;Designer;
1480;Paco Rabanne;Xs Pure;100 ml;EDT;Men;Designer;
1482;Pacoroca;Hot Sense Life;100 ml;EDP;Men;Designer;
1483;Palquis;Loven Blue Couture;100 ml;EDP;Lady;Designer;
15;Parfums de Marly;Layton;;;;Niche;140000
1484;Parfums De Marly;Athalia;75 ml;EDP;Lady;Niche;
1485;Parfums De Marly;Cassili;75 ml;EDP;Lady;Niche;
1486;Parfums De Marly;Delina Exclusif;1.5 ml;Parfum;;Niche;
1487;Parfums De Marly;Delina La Rosee;1.5 ml;EDP;;Niche;
1488;Parfums De Marly;Galloway Royal Essence;75 ml;;Men;Niche;
1489;Parfums De Marly;Habdan;125 ml;EDP;Men;Niche;
1490;Parfums De Marly;Kalan;125 ml;EDP;Men;Niche;
1491;Parfums De Marly;Pegasus Exclusif;75 ml;;Men;Niche;
1492;Parfums De Marly;Sedbury;75 ml;EDP;Lady;Niche;
1419;Prada;Carbon Luna Rossa;150 ml;EDT;Men;Designer;
1420;Prada;La;100 ml;EDP;Lady;Designer;
1423;Prada;Luna Rosa;100 ml;EDT;Men;Designer;
1422;Prada;Luna Rosa;150 ml;EDT;Men;Designer;
1421;Prada;Luna Rosa Black;100 ml;EDP;Men;Designer;
1425;Prada;Luna Rossa;150 ml;EDT;;Designer;
1424;Prada;Luna Rossa Carbon;100 ml;EDT;Men;Designer;
7;Prada;Luna Rossa Ocean;;;;Designer;78000
1426;Prada;Luna Rossa Ocean;100 ml;EDP;Men;Designer;
1427;Prada;Ocean Luna Rossa;150 ml;EDP;Men;Designer;
1428;Ralph Lauren;Polo 67;125 ml;EDT;Men;Designer;
1429;Ralph Lauren;Polo Big Pony 1;100 ml;EDT;Men;Designer;
1431;Ralph Lauren;Polo Black;125 ml;EDT;Men;Designer;
1430;Ralph Lauren;Polo Black;200 ml;EDT;Men;Designer;
1432;Ralph Lauren;Polo Blue;125 ml;EDT;Men;Designer;
1433;Ralph Lauren;Polo Green;237 ml;EDT;Men;Designer;
1434;Ralph Lauren;Polo Red;125 ml;EDT;Men;Designer;
1435;Ralph Lauren;Polo Red;125 ml;EDP;Men;Designer;
1436;Ralph Lauren;Polo Red;200 ml;EDT;Men;Designer;
1001;Ralph Lauren;Polo Red Rush;200 ml;EDT;Men;Designer;
1002;Ralph Lauren;Polo Sport;125 ml;EDT;Men;Designer;
1003;Ralph Lauren;Ralph (celeste);100 ml;EDT;Lady;Designer;
1004;Ralph Lauren;Ralphs Club;150 ml;EDP;;Designer;
1005;Ralph Lauren;Romance;100 ml;EDP;Lady;Designer;
1006;Ralph Lauren;Safari;125 ml;EDT;Men;Designer;
1007;Rasasi;Daarej;100 ml;EDP;Men;Arabic;
29;Rasasi;Dhan Al Oudh Al Abiyad;;;;Arabic;58000
1008;Rasasi;Hawas Tropical;100 ml;EDP;Men;Arabic;
1009;Rasasi;Kun Mukhtalifan;100 ml;EDP;Men;Arabic;
22;Rasasi;La Yuqawam;;;;Arabic;50000
1011;Rasasi;La Yuqawam Tobacco Blaze;75 ml;EDP;Men;Arabic;
1012;Rasasi;LaYuqawam;75 ml;EDP;Men;Arabic;
1013;Rasasi;LaYuqawan Orchid Prairie;75 ml;EDP;Lady;Arabic;
1014;Rasasi;Qasamat Bareeq;65 ml;EDP;Men;Arabic;
1015;Rasasi;Qasamat Morhaf;65 ml;EDP;Unisex;Arabic;
1016;Rasasi;Shurah;90 ml;EDP;Men;Arabic;
1017;Rasasi;Sotoor Raa;100 ml;EDP;Unisex;Arabic;
1018;Rasasi;Sotoor Seen;100 ml;EDP;Unisex;Arabic;
1019;Rasasi;Wow Woody;60 ml;EDP;Men;Arabic;
1020;Rave Now;Intense;100 ml;EDP;Men;Designer;
1021;Rave Now;Rouge;100 ml;EDP;;Designer;
1022;Rayhaan;Imperia;100 ml;EDP;Men;Designer;
23;Swiss Arabian;Shaghaf Oud;;;;Arabic;55000
3;Tom Ford;Black Orchid;;;;Designer;110000
9;Valentino;Uomo Intense;;;;Designer;76000
6;Versace;Eros EDP;;;;Designer;70000
16;Xerjoff;Naxos;;;;Niche;155000
4;Yves Saint Laurent;La Nuit de L’Homme;;;;Designer;75000
30;Zimaya;Nudrat Al Oud;;;;Arabic;52000
